Concepto turístico,Continente,CCAA de destino,Periodo,Año,Total
Pernoctaciones,Europa,Andalucía,2022M09,2022,6723412
Pernoctaciones,Europa,Andalucía,2022M08,2022,9745473
Pernoctaciones,Europa,Andalucía,2022M07,2022,8031742
Pernoctaciones,Europa,Andalucía,2022M06,2022,7065656
Pernoctaciones,Europa,Andalucía,2022M05,2022,7345779
Pernoctaciones,Europa,Andalucía,2022M04,2022,6556013
Pernoctaciones,Europa,Andalucía,2022M03,2022,5305185
Pernoctaciones,Europa,Andalucía,2022M02,2022,3899920
Pernoctaciones,Europa,Andalucía,2022M01,2022,4193291
Pernoctaciones,Europa,Andalucía,2021M12,2021,3496294
Pernoctaciones,Europa,Andalucía,2021M11,2021,4471500
Pernoctaciones,Europa,Andalucía,2021M10,2021,5643968
Pernoctaciones,Europa,Andalucía,2021M09,2021,5530259
Pernoctaciones,Europa,Andalucía,2021M08,2021,7083949
Pernoctaciones,Europa,Andalucía,2021M07,2021,4871467
Pernoctaciones,Europa,Andalucía,2021M06,2021,3086244
Pernoctaciones,Europa,Andalucía,2021M05,2021,2419586
Pernoctaciones,Europa,Andalucía,2021M04,2021,2123286
Pernoctaciones,Europa,Andalucía,2021M03,2021,1950322
Pernoctaciones,Europa,Andalucía,2021M02,2021,1664870
Pernoctaciones,Europa,Andalucía,2021M01,2021,1538956
Pernoctaciones,Europa,Andalucía,2020M12,2020,3121709
Pernoctaciones,Europa,Andalucía,2020M11,2020,2807805
Pernoctaciones,Europa,Andalucía,2020M10,2020,3710727
Pernoctaciones,Europa,Andalucía,2020M09,2020,3462296
Pernoctaciones,Europa,Andalucía,2020M08,2020,6046996
Pernoctaciones,Europa,Andalucía,2020M07,2020,3979004
Pernoctaciones,Europa,Andalucía,2020M06,2020,1349278
Pernoctaciones,Europa,Andalucía,2020M05,2020,1891530
Pernoctaciones,Europa,Andalucía,2020M04,2020,1826361
Pernoctaciones,Europa,Andalucía,2020M03,2020,5727970
Pernoctaciones,Europa,Andalucía,2020M02,2020,4770663
Pernoctaciones,Europa,Andalucía,2020M01,2020,5375572
Pernoctaciones,Europa,Andalucía,2019M12,2019,4699868
Pernoctaciones,Europa,Andalucía,2019M11,2019,5580627
Pernoctaciones,Europa,Andalucía,2019M10,2019,7894922
Pernoctaciones,Europa,Andalucía,2019M09,2019,8029757
Pernoctaciones,Europa,Andalucía,2019M08,2019,11856094
Pernoctaciones,Europa,Andalucía,2019M07,2019,7797416
Pernoctaciones,Europa,Aragón,2022M09,2022,513970
Pernoctaciones,Europa,Aragón,2022M08,2022,748355
Pernoctaciones,Europa,Aragón,2022M07,2022,683326
Pernoctaciones,Europa,Aragón,2022M06,2022,577007
Pernoctaciones,Europa,Aragón,2022M05,2022,604222
Pernoctaciones,Europa,Aragón,2022M04,2022,556719
Pernoctaciones,Europa,Aragón,2022M03,2022,522286
Pernoctaciones,Europa,Aragón,2022M02,2022,406376
Pernoctaciones,Europa,Aragón,2022M01,2022,475346
Pernoctaciones,Europa,Aragón,2021M12,2021,489233
Pernoctaciones,Europa,Aragón,2021M11,2021,476833
Pernoctaciones,Europa,Aragón,2021M10,2021,566682
Pernoctaciones,Europa,Aragón,2021M09,2021,574903
Pernoctaciones,Europa,Aragón,2021M08,2021,810261
Pernoctaciones,Europa,Aragón,2021M07,2021,605083
Pernoctaciones,Europa,Aragón,2021M06,2021,447321
Pernoctaciones,Europa,Aragón,2021M05,2021,379171
Pernoctaciones,Europa,Aragón,2021M04,2021,350380
Pernoctaciones,Europa,Aragón,2021M03,2021,357464
Pernoctaciones,Europa,Aragón,2021M02,2021,289838
Pernoctaciones,Europa,Aragón,2021M01,2021,243629
Pernoctaciones,Europa,Aragón,2020M12,2020,525330
Pernoctaciones,Europa,Aragón,2020M11,2020,421061
Pernoctaciones,Europa,Aragón,2020M10,2020,610870
Pernoctaciones,Europa,Aragón,2020M09,2020,510422
Pernoctaciones,Europa,Aragón,2020M08,2020,807013
Pernoctaciones,Europa,Aragón,2020M07,2020,630800
Pernoctaciones,Europa,Aragón,2020M06,2020,238517
Pernoctaciones,Europa,Aragón,2020M05,2020,278525
Pernoctaciones,Europa,Aragón,2020M04,2020,253485
Pernoctaciones,Europa,Aragón,2020M03,2020,655018
Pernoctaciones,Europa,Aragón,2020M02,2020,486693
Pernoctaciones,Europa,Aragón,2020M01,2020,581206
Pernoctaciones,Europa,Aragón,2019M12,2019,586701
Pernoctaciones,Europa,Aragón,2019M11,2019,570332
Pernoctaciones,Europa,Aragón,2019M10,2019,623815
Pernoctaciones,Europa,Aragón,2019M09,2019,581175
Pernoctaciones,Europa,Aragón,2019M08,2019,1096984
Pernoctaciones,Europa,Aragón,2019M07,2019,534276
Pernoctaciones,Europa,"Asturias, Principado de",2022M09,2022,330758
Pernoctaciones,Europa,"Asturias, Principado de",2022M08,2022,574083
Pernoctaciones,Europa,"Asturias, Principado de",2022M07,2022,386932
Pernoctaciones,Europa,"Asturias, Principado de",2022M06,2022,341469
Pernoctaciones,Europa,"Asturias, Principado de",2022M05,2022,303302
Pernoctaciones,Europa,"Asturias, Principado de",2022M04,2022,273512
Pernoctaciones,Europa,"Asturias, Principado de",2022M03,2022,263155
Pernoctaciones,Europa,"Asturias, Principado de",2022M02,2022,185457
Pernoctaciones,Europa,"Asturias, Principado de",2022M01,2022,256628
Pernoctaciones,Europa,"Asturias, Principado de",2021M12,2021,215574
Pernoctaciones,Europa,"Asturias, Principado de",2021M11,2021,210951
Pernoctaciones,Europa,"Asturias, Principado de",2021M10,2021,269762
Pernoctaciones,Europa,"Asturias, Principado de",2021M09,2021,328279
Pernoctaciones,Europa,"Asturias, Principado de",2021M08,2021,471430
Pernoctaciones,Europa,"Asturias, Principado de",2021M07,2021,287647
Pernoctaciones,Europa,"Asturias, Principado de",2021M06,2021,208957
Pernoctaciones,Europa,"Asturias, Principado de",2021M05,2021,152063
Pernoctaciones,Europa,"Asturias, Principado de",2021M04,2021,152331
Pernoctaciones,Europa,"Asturias, Principado de",2021M03,2021,142663
Pernoctaciones,Europa,"Asturias, Principado de",2021M02,2021,128684
Pernoctaciones,Europa,"Asturias, Principado de",2021M01,2021,116737
Pernoctaciones,Europa,"Asturias, Principado de",2020M12,2020,243262
Pernoctaciones,Europa,"Asturias, Principado de",2020M11,2020,207062
Pernoctaciones,Europa,"Asturias, Principado de",2020M10,2020,296277
Pernoctaciones,Europa,"Asturias, Principado de",2020M09,2020,276275
Pernoctaciones,Europa,"Asturias, Principado de",2020M08,2020,484664
Pernoctaciones,Europa,"Asturias, Principado de",2020M07,2020,314317
Pernoctaciones,Europa,"Asturias, Principado de",2020M06,2020,102978
Pernoctaciones,Europa,"Asturias, Principado de",2020M05,2020,138185
Pernoctaciones,Europa,"Asturias, Principado de",2020M04,2020,138544
Pernoctaciones,Europa,"Asturias, Principado de",2020M03,2020,304964
Pernoctaciones,Europa,"Asturias, Principado de",2020M02,2020,222308
Pernoctaciones,Europa,"Asturias, Principado de",2020M01,2020,308847
Pernoctaciones,Europa,"Asturias, Principado de",2019M12,2019,282803
Pernoctaciones,Europa,"Asturias, Principado de",2019M11,2019,257758
Pernoctaciones,Europa,"Asturias, Principado de",2019M10,2019,322535
Pernoctaciones,Europa,"Asturias, Principado de",2019M09,2019,370277
Pernoctaciones,Europa,"Asturias, Principado de",2019M08,2019,713022
Pernoctaciones,Europa,"Asturias, Principado de",2019M07,2019,289835
Pernoctaciones,Europa,"Balears, Illes",2022M09,2022,11928263
Pernoctaciones,Europa,"Balears, Illes",2022M08,2022,14273914
Pernoctaciones,Europa,"Balears, Illes",2022M07,2022,14432737
Pernoctaciones,Europa,"Balears, Illes",2022M06,2022,11946510
Pernoctaciones,Europa,"Balears, Illes",2022M05,2022,9254441
Pernoctaciones,Europa,"Balears, Illes",2022M04,2022,6403167
Pernoctaciones,Europa,"Balears, Illes",2022M03,2022,2042273
Pernoctaciones,Europa,"Balears, Illes",2022M02,2022,1089778
Pernoctaciones,Europa,"Balears, Illes",2022M01,2022,948399
Pernoctaciones,Europa,"Balears, Illes",2021M12,2021,714864
Pernoctaciones,Europa,"Balears, Illes",2021M11,2021,1447025
Pernoctaciones,Europa,"Balears, Illes",2021M10,2021,5508366
Pernoctaciones,Europa,"Balears, Illes",2021M09,2021,6094622
Pernoctaciones,Europa,"Balears, Illes",2021M08,2021,8314362
Pernoctaciones,Europa,"Balears, Illes",2021M07,2021,6625534
Pernoctaciones,Europa,"Balears, Illes",2021M06,2021,2882219
Pernoctaciones,Europa,"Balears, Illes",2021M05,2021,1638489
Pernoctaciones,Europa,"Balears, Illes",2021M04,2021,1079546
Pernoctaciones,Europa,"Balears, Illes",2021M03,2021,442408
Pernoctaciones,Europa,"Balears, Illes",2021M02,2021,327185
Pernoctaciones,Europa,"Balears, Illes",2021M01,2021,349270
Pernoctaciones,Europa,"Balears, Illes",2020M12,2020,747855
Pernoctaciones,Europa,"Balears, Illes",2020M11,2020,711003
Pernoctaciones,Europa,"Balears, Illes",2020M10,2020,1219226
Pernoctaciones,Europa,"Balears, Illes",2020M09,2020,1716987
Pernoctaciones,Europa,"Balears, Illes",2020M08,2020,4876180
Pernoctaciones,Europa,"Balears, Illes",2020M07,2020,2988780
Pernoctaciones,Europa,"Balears, Illes",2020M06,2020,293546
Pernoctaciones,Europa,"Balears, Illes",2020M05,2020,375636
Pernoctaciones,Europa,"Balears, Illes",2020M04,2020,341775
Pernoctaciones,Europa,"Balears, Illes",2020M03,2020,1413541
Pernoctaciones,Europa,"Balears, Illes",2020M02,2020,1148201
Pernoctaciones,Europa,"Balears, Illes",2020M01,2020,1191277
Pernoctaciones,Europa,"Balears, Illes",2019M12,2019,1015183
Pernoctaciones,Europa,"Balears, Illes",2019M11,2019,1699102
Pernoctaciones,Europa,"Balears, Illes",2019M10,2019,7983217
Pernoctaciones,Europa,"Balears, Illes",2019M09,2019,11054996
Pernoctaciones,Europa,"Balears, Illes",2019M08,2019,14894500
Pernoctaciones,Europa,"Balears, Illes",2019M07,2019,11445202
Pernoctaciones,Europa,Canarias,2022M09,2022,7508797
Pernoctaciones,Europa,Canarias,2022M08,2022,8415386
Pernoctaciones,Europa,Canarias,2022M07,2022,8353020
Pernoctaciones,Europa,Canarias,2022M06,2022,6871825
Pernoctaciones,Europa,Canarias,2022M05,2022,6839054
Pernoctaciones,Europa,Canarias,2022M04,2022,8371761
Pernoctaciones,Europa,Canarias,2022M03,2022,8824378
Pernoctaciones,Europa,Canarias,2022M02,2022,7730102
Pernoctaciones,Europa,Canarias,2022M01,2022,6349568
Pernoctaciones,Europa,Canarias,2021M12,2021,5553109
Pernoctaciones,Europa,Canarias,2021M11,2021,6392483
Pernoctaciones,Europa,Canarias,2021M10,2021,5785571
Pernoctaciones,Europa,Canarias,2021M09,2021,4125630
Pernoctaciones,Europa,Canarias,2021M08,2021,4133417
Pernoctaciones,Europa,Canarias,2021M07,2021,2643327
Pernoctaciones,Europa,Canarias,2021M06,2021,1527585
Pernoctaciones,Europa,Canarias,2021M05,2021,1365424
Pernoctaciones,Europa,Canarias,2021M04,2021,1429116
Pernoctaciones,Europa,Canarias,2021M03,2021,1317042
Pernoctaciones,Europa,Canarias,2021M02,2021,1115650
Pernoctaciones,Europa,Canarias,2021M01,2021,1207251
Pernoctaciones,Europa,Canarias,2020M12,2020,2222928
Pernoctaciones,Europa,Canarias,2020M11,2020,1656886
Pernoctaciones,Europa,Canarias,2020M10,2020,1223652
Pernoctaciones,Europa,Canarias,2020M09,2020,1386329
Pernoctaciones,Europa,Canarias,2020M08,2020,2416334
Pernoctaciones,Europa,Canarias,2020M07,2020,1462935
Pernoctaciones,Europa,Canarias,2020M06,2020,344163
Pernoctaciones,Europa,Canarias,2020M05,2020,577618
Pernoctaciones,Europa,Canarias,2020M04,2020,616082
Pernoctaciones,Europa,Canarias,2020M03,2020,6151281
Pernoctaciones,Europa,Canarias,2020M02,2020,8075581
Pernoctaciones,Europa,Canarias,2020M01,2020,8385257
Pernoctaciones,Europa,Canarias,2019M12,2019,7646446
Pernoctaciones,Europa,Canarias,2019M11,2019,7706111
Pernoctaciones,Europa,Canarias,2019M10,2019,7248163
Pernoctaciones,Europa,Canarias,2019M09,2019,6697870
Pernoctaciones,Europa,Canarias,2019M08,2019,8373281
Pernoctaciones,Europa,Canarias,2019M07,2019,6448728
Pernoctaciones,Europa,Cantabria,2022M09,2022,297998
Pernoctaciones,Europa,Cantabria,2022M08,2022,509016
Pernoctaciones,Europa,Cantabria,2022M07,2022,326672
Pernoctaciones,Europa,Cantabria,2022M06,2022,250091
Pernoctaciones,Europa,Cantabria,2022M05,2022,254632
Pernoctaciones,Europa,Cantabria,2022M04,2022,210475
Pernoctaciones,Europa,Cantabria,2022M03,2022,161392
Pernoctaciones,Europa,Cantabria,2022M02,2022,122864
Pernoctaciones,Europa,Cantabria,2022M01,2022,165120
Pernoctaciones,Europa,Cantabria,2021M12,2021,165765
Pernoctaciones,Europa,Cantabria,2021M11,2021,153140
Pernoctaciones,Europa,Cantabria,2021M10,2021,211587
Pernoctaciones,Europa,Cantabria,2021M09,2021,275339
Pernoctaciones,Europa,Cantabria,2021M08,2021,441792
Pernoctaciones,Europa,Cantabria,2021M07,2021,252146
Pernoctaciones,Europa,Cantabria,2021M06,2021,145652
Pernoctaciones,Europa,Cantabria,2021M05,2021,109057
Pernoctaciones,Europa,Cantabria,2021M04,2021,103371
Pernoctaciones,Europa,Cantabria,2021M03,2021,104224
Pernoctaciones,Europa,Cantabria,2021M02,2021,86691
Pernoctaciones,Europa,Cantabria,2021M01,2021,74055
Pernoctaciones,Europa,Cantabria,2020M12,2020,178691
Pernoctaciones,Europa,Cantabria,2020M11,2020,161688
Pernoctaciones,Europa,Cantabria,2020M10,2020,194055
Pernoctaciones,Europa,Cantabria,2020M09,2020,198810
Pernoctaciones,Europa,Cantabria,2020M08,2020,386429
Pernoctaciones,Europa,Cantabria,2020M07,2020,246726
Pernoctaciones,Europa,Cantabria,2020M06,2020,77467
Pernoctaciones,Europa,Cantabria,2020M05,2020,99489
Pernoctaciones,Europa,Cantabria,2020M04,2020,86087
Pernoctaciones,Europa,Cantabria,2020M03,2020,182245
Pernoctaciones,Europa,Cantabria,2020M02,2020,195615
Pernoctaciones,Europa,Cantabria,2020M01,2020,208118
Pernoctaciones,Europa,Cantabria,2019M12,2019,215797
Pernoctaciones,Europa,Cantabria,2019M11,2019,200021
Pernoctaciones,Europa,Cantabria,2019M10,2019,272376
Pernoctaciones,Europa,Cantabria,2019M09,2019,308234
Pernoctaciones,Europa,Cantabria,2019M08,2019,638625
Pernoctaciones,Europa,Cantabria,2019M07,2019,277587
Pernoctaciones,Europa,Castilla y León,2022M09,2022,1062589
Pernoctaciones,Europa,Castilla y León,2022M08,2022,1840136
Pernoctaciones,Europa,Castilla y León,2022M07,2022,1402823
Pernoctaciones,Europa,Castilla y León,2022M06,2022,1202431
Pernoctaciones,Europa,Castilla y León,2022M05,2022,1256726
Pernoctaciones,Europa,Castilla y León,2022M04,2022,1215453
Pernoctaciones,Europa,Castilla y León,2022M03,2022,1116387
Pernoctaciones,Europa,Castilla y León,2022M02,2022,818999
Pernoctaciones,Europa,Castilla y León,2022M01,2022,930809
Pernoctaciones,Europa,Castilla y León,2021M12,2021,1150611
Pernoctaciones,Europa,Castilla y León,2021M11,2021,967812
Pernoctaciones,Europa,Castilla y León,2021M10,2021,1127401
Pernoctaciones,Europa,Castilla y León,2021M09,2021,1165612
Pernoctaciones,Europa,Castilla y León,2021M08,2021,1770689
Pernoctaciones,Europa,Castilla y León,2021M07,2021,1145775
Pernoctaciones,Europa,Castilla y León,2021M06,2021,973683
Pernoctaciones,Europa,Castilla y León,2021M05,2021,826745
Pernoctaciones,Europa,Castilla y León,2021M04,2021,769962
Pernoctaciones,Europa,Castilla y León,2021M03,2021,820047
Pernoctaciones,Europa,Castilla y León,2021M02,2021,657378
Pernoctaciones,Europa,Castilla y León,2021M01,2021,566664
Pernoctaciones,Europa,Castilla y León,2020M12,2020,1320732
Pernoctaciones,Europa,Castilla y León,2020M11,2020,1064960
Pernoctaciones,Europa,Castilla y León,2020M10,2020,1423992
Pernoctaciones,Europa,Castilla y León,2020M09,2020,1195816
Pernoctaciones,Europa,Castilla y León,2020M08,2020,1941367
Pernoctaciones,Europa,Castilla y León,2020M07,2020,1267603
Pernoctaciones,Europa,Castilla y León,2020M06,2020,533876
Pernoctaciones,Europa,Castilla y León,2020M05,2020,709679
Pernoctaciones,Europa,Castilla y León,2020M04,2020,636910
Pernoctaciones,Europa,Castilla y León,2020M03,2020,1556106
Pernoctaciones,Europa,Castilla y León,2020M02,2020,1012226
Pernoctaciones,Europa,Castilla y León,2020M01,2020,1235914
Pernoctaciones,Europa,Castilla y León,2019M12,2019,1425018
Pernoctaciones,Europa,Castilla y León,2019M11,2019,1346576
Pernoctaciones,Europa,Castilla y León,2019M10,2019,1380970
Pernoctaciones,Europa,Castilla y León,2019M09,2019,1233282
Pernoctaciones,Europa,Castilla y León,2019M08,2019,2470255
Pernoctaciones,Europa,Castilla y León,2019M07,2019,964903
Pernoctaciones,Europa,Castilla - La Mancha,2022M09,2022,535704
Pernoctaciones,Europa,Castilla - La Mancha,2022M08,2022,844636
Pernoctaciones,Europa,Castilla - La Mancha,2022M07,2022,666420
Pernoctaciones,Europa,Castilla - La Mancha,2022M06,2022,624934
Pernoctaciones,Europa,Castilla - La Mancha,2022M05,2022,728028
Pernoctaciones,Europa,Castilla - La Mancha,2022M04,2022,653193
Pernoctaciones,Europa,Castilla - La Mancha,2022M03,2022,685181
Pernoctaciones,Europa,Castilla - La Mancha,2022M02,2022,503746
Pernoctaciones,Europa,Castilla - La Mancha,2022M01,2022,612247
Pernoctaciones,Europa,Castilla - La Mancha,2021M12,2021,622621
Pernoctaciones,Europa,Castilla - La Mancha,2021M11,2021,549305
Pernoctaciones,Europa,Castilla - La Mancha,2021M10,2021,606195
Pernoctaciones,Europa,Castilla - La Mancha,2021M09,2021,608251
Pernoctaciones,Europa,Castilla - La Mancha,2021M08,2021,759999
Pernoctaciones,Europa,Castilla - La Mancha,2021M07,2021,579524
Pernoctaciones,Europa,Castilla - La Mancha,2021M06,2021,517557
Pernoctaciones,Europa,Castilla - La Mancha,2021M05,2021,443033
Pernoctaciones,Europa,Castilla - La Mancha,2021M04,2021,409128
Pernoctaciones,Europa,Castilla - La Mancha,2021M03,2021,450256
Pernoctaciones,Europa,Castilla - La Mancha,2021M02,2021,372275
Pernoctaciones,Europa,Castilla - La Mancha,2021M01,2021,333973
Pernoctaciones,Europa,Castilla - La Mancha,2020M12,2020,748539
Pernoctaciones,Europa,Castilla - La Mancha,2020M11,2020,601348
Pernoctaciones,Europa,Castilla - La Mancha,2020M10,2020,762973
Pernoctaciones,Europa,Castilla - La Mancha,2020M09,2020,645260
Pernoctaciones,Europa,Castilla - La Mancha,2020M08,2020,931868
Pernoctaciones,Europa,Castilla - La Mancha,2020M07,2020,707152
Pernoctaciones,Europa,Castilla - La Mancha,2020M06,2020,304170
Pernoctaciones,Europa,Castilla - La Mancha,2020M05,2020,389173
Pernoctaciones,Europa,Castilla - La Mancha,2020M04,2020,354126
Pernoctaciones,Europa,Castilla - La Mancha,2020M03,2020,784839
Pernoctaciones,Europa,Castilla - La Mancha,2020M02,2020,527074
Pernoctaciones,Europa,Castilla - La Mancha,2020M01,2020,744065
Pernoctaciones,Europa,Castilla - La Mancha,2019M12,2019,696531
Pernoctaciones,Europa,Castilla - La Mancha,2019M11,2019,666657
Pernoctaciones,Europa,Castilla - La Mancha,2019M10,2019,652294
Pernoctaciones,Europa,Castilla - La Mancha,2019M09,2019,563533
Pernoctaciones,Europa,Castilla - La Mancha,2019M08,2019,999576
Pernoctaciones,Europa,Castilla - La Mancha,2019M07,2019,388981
Pernoctaciones,Europa,Cataluña,2022M09,2022,7863286
Pernoctaciones,Europa,Cataluña,2022M08,2022,13028688
Pernoctaciones,Europa,Cataluña,2022M07,2022,10621523
Pernoctaciones,Europa,Cataluña,2022M06,2022,7925174
Pernoctaciones,Europa,Cataluña,2022M05,2022,7380884
Pernoctaciones,Europa,Cataluña,2022M04,2022,6461984
Pernoctaciones,Europa,Cataluña,2022M03,2022,4709869
Pernoctaciones,Europa,Cataluña,2022M02,2022,3710309
Pernoctaciones,Europa,Cataluña,2022M01,2022,4061992
Pernoctaciones,Europa,Cataluña,2021M12,2021,4185636
Pernoctaciones,Europa,Cataluña,2021M11,2021,4497463
Pernoctaciones,Europa,Cataluña,2021M10,2021,5811260
Pernoctaciones,Europa,Cataluña,2021M09,2021,6343502
Pernoctaciones,Europa,Cataluña,2021M08,2021,10301434
Pernoctaciones,Europa,Cataluña,2021M07,2021,6902807
Pernoctaciones,Europa,Cataluña,2021M06,2021,4154492
Pernoctaciones,Europa,Cataluña,2021M05,2021,3229232
Pernoctaciones,Europa,Cataluña,2021M04,2021,2747259
Pernoctaciones,Europa,Cataluña,2021M03,2021,2695835
Pernoctaciones,Europa,Cataluña,2021M02,2021,2196904
Pernoctaciones,Europa,Cataluña,2021M01,2021,1867380
Pernoctaciones,Europa,Cataluña,2020M12,2020,4343975
Pernoctaciones,Europa,Cataluña,2020M11,2020,3401816
Pernoctaciones,Europa,Cataluña,2020M10,2020,4844187
Pernoctaciones,Europa,Cataluña,2020M09,2020,4308683
Pernoctaciones,Europa,Cataluña,2020M08,2020,8117155
Pernoctaciones,Europa,Cataluña,2020M07,2020,6499814
Pernoctaciones,Europa,Cataluña,2020M06,2020,1849628
Pernoctaciones,Europa,Cataluña,2020M05,2020,2298573
Pernoctaciones,Europa,Cataluña,2020M04,2020,2095333
Pernoctaciones,Europa,Cataluña,2020M03,2020,6043742
Pernoctaciones,Europa,Cataluña,2020M02,2020,4946270
Pernoctaciones,Europa,Cataluña,2020M01,2020,5869806
Pernoctaciones,Europa,Cataluña,2019M12,2019,5597067
Pernoctaciones,Europa,Cataluña,2019M11,2019,6049046
Pernoctaciones,Europa,Cataluña,2019M10,2019,8344052
Pernoctaciones,Europa,Cataluña,2019M09,2019,9537689
Pernoctaciones,Europa,Cataluña,2019M08,2019,17806385
Pernoctaciones,Europa,Cataluña,2019M07,2019,11256360
Pernoctaciones,Europa,Comunitat Valenciana,2022M09,2022,5648347
Pernoctaciones,Europa,Comunitat Valenciana,2022M08,2022,8943217
Pernoctaciones,Europa,Comunitat Valenciana,2022M07,2022,7122572
Pernoctaciones,Europa,Comunitat Valenciana,2022M06,2022,5561325
Pernoctaciones,Europa,Comunitat Valenciana,2022M05,2022,5443076
Pernoctaciones,Europa,Comunitat Valenciana,2022M04,2022,5040204
Pernoctaciones,Europa,Comunitat Valenciana,2022M03,2022,4344695
Pernoctaciones,Europa,Comunitat Valenciana,2022M02,2022,2975903
Pernoctaciones,Europa,Comunitat Valenciana,2022M01,2022,3084369
Pernoctaciones,Europa,Comunitat Valenciana,2021M12,2021,2705762
Pernoctaciones,Europa,Comunitat Valenciana,2021M11,2021,3492385
Pernoctaciones,Europa,Comunitat Valenciana,2021M10,2021,5049251
Pernoctaciones,Europa,Comunitat Valenciana,2021M09,2021,4629580
Pernoctaciones,Europa,Comunitat Valenciana,2021M08,2021,7289472
Pernoctaciones,Europa,Comunitat Valenciana,2021M07,2021,4541049
Pernoctaciones,Europa,Comunitat Valenciana,2021M06,2021,2438419
Pernoctaciones,Europa,Comunitat Valenciana,2021M05,2021,1809538
Pernoctaciones,Europa,Comunitat Valenciana,2021M04,2021,1589416
Pernoctaciones,Europa,Comunitat Valenciana,2021M03,2021,1454142
Pernoctaciones,Europa,Comunitat Valenciana,2021M02,2021,1251284
Pernoctaciones,Europa,Comunitat Valenciana,2021M01,2021,1232670
Pernoctaciones,Europa,Comunitat Valenciana,2020M12,2020,2703335
Pernoctaciones,Europa,Comunitat Valenciana,2020M11,2020,2463732
Pernoctaciones,Europa,Comunitat Valenciana,2020M10,2020,3028092
Pernoctaciones,Europa,Comunitat Valenciana,2020M09,2020,2834521
Pernoctaciones,Europa,Comunitat Valenciana,2020M08,2020,6101823
Pernoctaciones,Europa,Comunitat Valenciana,2020M07,2020,3569764
Pernoctaciones,Europa,Comunitat Valenciana,2020M06,2020,1042535
Pernoctaciones,Europa,Comunitat Valenciana,2020M05,2020,1389693
Pernoctaciones,Europa,Comunitat Valenciana,2020M04,2020,1441042
Pernoctaciones,Europa,Comunitat Valenciana,2020M03,2020,4728413
Pernoctaciones,Europa,Comunitat Valenciana,2020M02,2020,3620266
Pernoctaciones,Europa,Comunitat Valenciana,2020M01,2020,4200997
Pernoctaciones,Europa,Comunitat Valenciana,2019M12,2019,3756167
Pernoctaciones,Europa,Comunitat Valenciana,2019M11,2019,4672373
Pernoctaciones,Europa,Comunitat Valenciana,2019M10,2019,6458213
Pernoctaciones,Europa,Comunitat Valenciana,2019M09,2019,6527218
Pernoctaciones,Europa,Comunitat Valenciana,2019M08,2019,11277833
Pernoctaciones,Europa,Comunitat Valenciana,2019M07,2019,7022177
Pernoctaciones,Europa,Extremadura,2022M09,2022,389634
Pernoctaciones,Europa,Extremadura,2022M08,2022,660225
Pernoctaciones,Europa,Extremadura,2022M07,2022,573719
Pernoctaciones,Europa,Extremadura,2022M06,2022,512638
Pernoctaciones,Europa,Extremadura,2022M05,2022,575195
Pernoctaciones,Europa,Extremadura,2022M04,2022,547210
Pernoctaciones,Europa,Extremadura,2022M03,2022,532558
Pernoctaciones,Europa,Extremadura,2022M02,2022,375147
Pernoctaciones,Europa,Extremadura,2022M01,2022,433584
Pernoctaciones,Europa,Extremadura,2021M12,2021,501158
Pernoctaciones,Europa,Extremadura,2021M11,2021,437136
Pernoctaciones,Europa,Extremadura,2021M10,2021,488658
Pernoctaciones,Europa,Extremadura,2021M09,2021,498964
Pernoctaciones,Europa,Extremadura,2021M08,2021,635986
Pernoctaciones,Europa,Extremadura,2021M07,2021,505184
Pernoctaciones,Europa,Extremadura,2021M06,2021,454836
Pernoctaciones,Europa,Extremadura,2021M05,2021,411573
Pernoctaciones,Europa,Extremadura,2021M04,2021,350606
Pernoctaciones,Europa,Extremadura,2021M03,2021,368548
Pernoctaciones,Europa,Extremadura,2021M02,2021,274700
Pernoctaciones,Europa,Extremadura,2021M01,2021,258433
Pernoctaciones,Europa,Extremadura,2020M12,2020,704551
Pernoctaciones,Europa,Extremadura,2020M11,2020,512632
Pernoctaciones,Europa,Extremadura,2020M10,2020,653854
Pernoctaciones,Europa,Extremadura,2020M09,2020,503258
Pernoctaciones,Europa,Extremadura,2020M08,2020,747404
Pernoctaciones,Europa,Extremadura,2020M07,2020,558289
Pernoctaciones,Europa,Extremadura,2020M06,2020,223835
Pernoctaciones,Europa,Extremadura,2020M05,2020,342025
Pernoctaciones,Europa,Extremadura,2020M04,2020,281225
Pernoctaciones,Europa,Extremadura,2020M03,2020,777686
Pernoctaciones,Europa,Extremadura,2020M02,2020,433406
Pernoctaciones,Europa,Extremadura,2020M01,2020,625423
Pernoctaciones,Europa,Extremadura,2019M12,2019,656058
Pernoctaciones,Europa,Extremadura,2019M11,2019,599885
Pernoctaciones,Europa,Extremadura,2019M10,2019,539689
Pernoctaciones,Europa,Extremadura,2019M09,2019,399484
Pernoctaciones,Europa,Extremadura,2019M08,2019,922863
Pernoctaciones,Europa,Extremadura,2019M07,2019,320252
Pernoctaciones,Europa,Galicia,2022M09,2022,1200764
Pernoctaciones,Europa,Galicia,2022M08,2022,2133293
Pernoctaciones,Europa,Galicia,2022M07,2022,1388700
Pernoctaciones,Europa,Galicia,2022M06,2022,1248954
Pernoctaciones,Europa,Galicia,2022M05,2022,1192720
Pernoctaciones,Europa,Galicia,2022M04,2022,1051581
Pernoctaciones,Europa,Galicia,2022M03,2022,938492
