Concepto turístico,Continente,CCAA de destino,Periodo,Año,Total
Pernoctaciones,Asia,"Murcia, Región de",2020M03,2020,8392
Pernoctaciones,Asia,"Murcia, Región de",2020M02,2020,10169
Pernoctaciones,Asia,"Murcia, Región de",2020M01,2020,12129
Pernoctaciones,Asia,"Murcia, Región de",2019M12,2019,12741
Pernoctaciones,Asia,"Murcia, Región de",2019M11,2019,12963
Pernoctaciones,Asia,"Murcia, Región de",2019M10,2019,12592
Pernoctaciones,Asia,"Murcia, Región de",2019M09,2019,14249
Pernoctaciones,Asia,"Murcia, Región de",2019M08,2019,13170
Pernoctaciones,Asia,"Murcia, Región de",2019M07,2019,11190
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M09,2022,3422
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M08,2022,4112
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M07,2022,3061
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M06,2022,3288
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M05,2022,3202
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M04,2022,2718
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M03,2022,1550
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M02,2022,1892
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2022M01,2022,2094
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M12,2021,3051
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M11,2021,3143
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M10,2021,2816
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M09,2021,2326
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M08,2021,2083
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M07,2021,2199
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M06,2021,1796
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M05,2021,1313
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M04,2021,1426
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M03,2021,1355
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M02,2021,953
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2021M01,2021,839
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M12,2020,1748
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M11,2020,1401
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M10,2020,2085
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M09,2020,1546
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M08,2020,2710
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M07,2020,2925
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M06,2020,1110
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M05,2020,1593
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M04,2020,1627
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M03,2020,3298
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M02,2020,4461
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2020M01,2020,4776
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2019M12,2019,4549
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2019M11,2019,3938
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2019M10,2019,6437
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2019M09,2019,5767
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2019M08,2019,6006
Pernoctaciones,Asia,"Navarra, Comunidad Foral de",2019M07,2019,5322
Pernoctaciones,Asia,País Vasco,2022M09,2022,14664
Pernoctaciones,Asia,País Vasco,2022M08,2022,17326
Pernoctaciones,Asia,País Vasco,2022M07,2022,18041
Pernoctaciones,Asia,País Vasco,2022M06,2022,16041
Pernoctaciones,Asia,País Vasco,2022M05,2022,15906
Pernoctaciones,Asia,País Vasco,2022M04,2022,11796
Pernoctaciones,Asia,País Vasco,2022M03,2022,9492
Pernoctaciones,Asia,País Vasco,2022M02,2022,6497
Pernoctaciones,Asia,País Vasco,2022M01,2022,7710
Pernoctaciones,Asia,País Vasco,2021M12,2021,11829
Pernoctaciones,Asia,País Vasco,2021M11,2021,7974
Pernoctaciones,Asia,País Vasco,2021M10,2021,9135
Pernoctaciones,Asia,País Vasco,2021M09,2021,8440
Pernoctaciones,Asia,País Vasco,2021M08,2021,8966
Pernoctaciones,Asia,País Vasco,2021M07,2021,8991
Pernoctaciones,Asia,País Vasco,2021M06,2021,9213
Pernoctaciones,Asia,País Vasco,2021M05,2021,6434
Pernoctaciones,Asia,País Vasco,2021M04,2021,6071
Pernoctaciones,Asia,País Vasco,2021M03,2021,6604
Pernoctaciones,Asia,País Vasco,2021M02,2021,5085
Pernoctaciones,Asia,País Vasco,2021M01,2021,4964
Pernoctaciones,Asia,País Vasco,2020M12,2020,7490
Pernoctaciones,Asia,País Vasco,2020M11,2020,7331
Pernoctaciones,Asia,País Vasco,2020M10,2020,8501
Pernoctaciones,Asia,País Vasco,2020M09,2020,8023
Pernoctaciones,Asia,País Vasco,2020M08,2020,12356
Pernoctaciones,Asia,País Vasco,2020M07,2020,9953
Pernoctaciones,Asia,País Vasco,2020M06,2020,5180
Pernoctaciones,Asia,País Vasco,2020M05,2020,6163
Pernoctaciones,Asia,País Vasco,2020M04,2020,6984
Pernoctaciones,Asia,País Vasco,2020M03,2020,14852
Pernoctaciones,Asia,País Vasco,2020M02,2020,21230
Pernoctaciones,Asia,País Vasco,2020M01,2020,24218
Pernoctaciones,Asia,País Vasco,2019M12,2019,25842
Pernoctaciones,Asia,País Vasco,2019M11,2019,27029
Pernoctaciones,Asia,País Vasco,2019M10,2019,33522
Pernoctaciones,Asia,País Vasco,2019M09,2019,34797
Pernoctaciones,Asia,País Vasco,2019M08,2019,30596
Pernoctaciones,Asia,País Vasco,2019M07,2019,27199
Pernoctaciones,Asia,"Rioja, La",2022M09,2022,1197
Pernoctaciones,Asia,"Rioja, La",2022M08,2022,1736
Pernoctaciones,Asia,"Rioja, La",2022M07,2022,1558
Pernoctaciones,Asia,"Rioja, La",2022M06,2022,1435
Pernoctaciones,Asia,"Rioja, La",2022M05,2022,1125
Pernoctaciones,Asia,"Rioja, La",2022M04,2022,1129
Pernoctaciones,Asia,"Rioja, La",2022M03,2022,1114
Pernoctaciones,Asia,"Rioja, La",2022M02,2022,1090
Pernoctaciones,Asia,"Rioja, La",2022M01,2022,1074
Pernoctaciones,Asia,"Rioja, La",2021M12,2021,1122
Pernoctaciones,Asia,"Rioja, La",2021M11,2021,900
Pernoctaciones,Asia,"Rioja, La",2021M10,2021,1022
Pernoctaciones,Asia,"Rioja, La",2021M09,2021,1104
Pernoctaciones,Asia,"Rioja, La",2021M08,2021,1093
Pernoctaciones,Asia,"Rioja, La",2021M07,2021,891
Pernoctaciones,Asia,"Rioja, La",2021M06,2021,820
Pernoctaciones,Asia,"Rioja, La",2021M05,2021,569
Pernoctaciones,Asia,"Rioja, La",2021M04,2021,536
Pernoctaciones,Asia,"Rioja, La",2021M03,2021,486
Pernoctaciones,Asia,"Rioja, La",2021M02,2021,605
Pernoctaciones,Asia,"Rioja, La",2021M01,2021,658
Pernoctaciones,Asia,"Rioja, La",2020M12,2020,915
Pernoctaciones,Asia,"Rioja, La",2020M11,2020,826
Pernoctaciones,Asia,"Rioja, La",2020M10,2020,811
Pernoctaciones,Asia,"Rioja, La",2020M09,2020,747
Pernoctaciones,Asia,"Rioja, La",2020M08,2020,1266
Pernoctaciones,Asia,"Rioja, La",2020M07,2020,1395
Pernoctaciones,Asia,"Rioja, La",2020M06,2020,460
Pernoctaciones,Asia,"Rioja, La",2020M05,2020,698
Pernoctaciones,Asia,"Rioja, La",2020M04,2020,562
Pernoctaciones,Asia,"Rioja, La",2020M03,2020,1399
Pernoctaciones,Asia,"Rioja, La",2020M02,2020,1825
Pernoctaciones,Asia,"Rioja, La",2020M01,2020,2157
Pernoctaciones,Asia,"Rioja, La",2019M12,2019,2989
Pernoctaciones,Asia,"Rioja, La",2019M11,2019,1492
Pernoctaciones,Asia,"Rioja, La",2019M10,2019,2233
Pernoctaciones,Asia,"Rioja, La",2019M09,2019,2300
Pernoctaciones,Asia,"Rioja, La",2019M08,2019,2267
Pernoctaciones,Asia,"Rioja, La",2019M07,2019,2249
Pernoctaciones,Asia,Melilla,2022M09,2022,1006
Pernoctaciones,Asia,Melilla,2022M08,2022,2159
Pernoctaciones,Asia,Melilla,2022M07,2022,1499
Pernoctaciones,Asia,Melilla,2022M06,2022,1347
Pernoctaciones,Asia,Melilla,2022M05,2022,1165
Pernoctaciones,Asia,Melilla,2022M04,2022,663
Pernoctaciones,Asia,Melilla,2022M03,2022,584
Pernoctaciones,Asia,Melilla,2022M02,2022,542
Pernoctaciones,Asia,Melilla,2022M01,2022,794
Pernoctaciones,Asia,Melilla,2021M12,2021,814
Pernoctaciones,Asia,Melilla,2021M11,2021,521
Pernoctaciones,Asia,Melilla,2021M10,2021,711
Pernoctaciones,Asia,Melilla,2021M09,2021,887
Pernoctaciones,Asia,Melilla,2021M08,2021,524
Pernoctaciones,Asia,Melilla,2021M07,2021,717
Pernoctaciones,Asia,Melilla,2021M06,2021,496
Pernoctaciones,Asia,Melilla,2021M05,2021,1063
Pernoctaciones,Asia,Melilla,2021M04,2021,1019
Pernoctaciones,Asia,Melilla,2021M03,2021,672
Pernoctaciones,Asia,Melilla,2021M02,2021,365
Pernoctaciones,Asia,Melilla,2021M01,2021,504
Pernoctaciones,Asia,Melilla,2020M12,2020,753
Pernoctaciones,Asia,Melilla,2020M11,2020,381
Pernoctaciones,Asia,Melilla,2020M10,2020,457
Pernoctaciones,Asia,Melilla,2020M09,2020,877
Pernoctaciones,Asia,Melilla,2020M08,2020,886
Pernoctaciones,Asia,Melilla,2020M07,2020,611
Pernoctaciones,Asia,Melilla,2020M06,2020,514
Pernoctaciones,Asia,Melilla,2020M05,2020,516
Pernoctaciones,Asia,Melilla,2020M04,2020,904
Pernoctaciones,Asia,Melilla,2020M03,2020,945
Pernoctaciones,Asia,Melilla,2020M02,2020,706
Pernoctaciones,Asia,Melilla,2020M01,2020,953
Pernoctaciones,Asia,Melilla,2019M12,2019,1000
Pernoctaciones,Asia,Melilla,2019M11,2019,643
Pernoctaciones,Asia,Melilla,2019M10,2019,831
Pernoctaciones,Asia,Melilla,2019M09,2019,864
Pernoctaciones,Asia,Melilla,2019M08,2019,1207
Pernoctaciones,Asia,Melilla,2019M07,2019,764
Pernoctaciones,Asia,Ceuta,2022M09,2022,3555
Pernoctaciones,Asia,Ceuta,2022M08,2022,3900
Pernoctaciones,Asia,Ceuta,2022M07,2022,3744
Pernoctaciones,Asia,Ceuta,2022M06,2022,3551
Pernoctaciones,Asia,Ceuta,2022M05,2022,4283
Pernoctaciones,Asia,Ceuta,2022M04,2022,4022
Pernoctaciones,Asia,Ceuta,2022M03,2022,2181
Pernoctaciones,Asia,Ceuta,2022M02,2022,1690
Pernoctaciones,Asia,Ceuta,2022M01,2022,1964
Pernoctaciones,Asia,Ceuta,2021M12,2021,2759
Pernoctaciones,Asia,Ceuta,2021M11,2021,2616
Pernoctaciones,Asia,Ceuta,2021M10,2021,2506
Pernoctaciones,Asia,Ceuta,2021M09,2021,2596
Pernoctaciones,Asia,Ceuta,2021M08,2021,3151
Pernoctaciones,Asia,Ceuta,2021M07,2021,2729
Pernoctaciones,Asia,Ceuta,2021M06,2021,3013
Pernoctaciones,Asia,Ceuta,2021M05,2021,2399
Pernoctaciones,Asia,Ceuta,2021M04,2021,2610
Pernoctaciones,Asia,Ceuta,2021M03,2021,3106
Pernoctaciones,Asia,Ceuta,2021M02,2021,2574
Pernoctaciones,Asia,Ceuta,2021M01,2021,2469
Pernoctaciones,Asia,Ceuta,2020M12,2020,2984
Pernoctaciones,Asia,Ceuta,2020M11,2020,2678
Pernoctaciones,Asia,Ceuta,2020M10,2020,2474
Pernoctaciones,Asia,Ceuta,2020M09,2020,2952
Pernoctaciones,Asia,Ceuta,2020M08,2020,3471
Pernoctaciones,Asia,Ceuta,2020M07,2020,2938
Pernoctaciones,Asia,Ceuta,2020M06,2020,2605
Pernoctaciones,Asia,Ceuta,2020M05,2020,0
Pernoctaciones,Asia,Ceuta,2020M04,2020,0
Pernoctaciones,Asia,Ceuta,2020M03,2020,4264
Pernoctaciones,Asia,Ceuta,2020M02,2020,5191
Pernoctaciones,Asia,Ceuta,2020M01,2020,3714
Pernoctaciones,Asia,Ceuta,2019M12,2019,4260
Pernoctaciones,Asia,Ceuta,2019M11,2019,4665
Pernoctaciones,Asia,Ceuta,2019M10,2019,4497
Pernoctaciones,Asia,Ceuta,2019M09,2019,3506
Pernoctaciones,Asia,Ceuta,2019M08,2019,4310
Pernoctaciones,Asia,Ceuta,2019M07,2019,2994
Pernoctaciones,Oceanía ,Andalucía,2022M09,2022,12661
Pernoctaciones,Oceanía ,Andalucía,2022M08,2022,10373
Pernoctaciones,Oceanía ,Andalucía,2022M07,2022,12978
Pernoctaciones,Oceanía ,Andalucía,2022M06,2022,9366
Pernoctaciones,Oceanía ,Andalucía,2022M05,2022,6606
Pernoctaciones,Oceanía ,Andalucía,2022M04,2022,3760
Pernoctaciones,Oceanía ,Andalucía,2022M03,2022,2026
Pernoctaciones,Oceanía ,Andalucía,2022M02,2022,2041
Pernoctaciones,Oceanía ,Andalucía,2022M01,2022,2989
Pernoctaciones,Oceanía ,Andalucía,2021M12,2021,2006
Pernoctaciones,Oceanía ,Andalucía,2021M11,2021,1678
Pernoctaciones,Oceanía ,Andalucía,2021M10,2021,1864
Pernoctaciones,Oceanía ,Andalucía,2021M09,2021,1040
Pernoctaciones,Oceanía ,Andalucía,2021M08,2021,1397
Pernoctaciones,Oceanía ,Andalucía,2021M07,2021,925
Pernoctaciones,Oceanía ,Andalucía,2021M06,2021,1165
Pernoctaciones,Oceanía ,Andalucía,2021M05,2021,688
Pernoctaciones,Oceanía ,Andalucía,2021M04,2021,675
Pernoctaciones,Oceanía ,Andalucía,2021M03,2021,781
Pernoctaciones,Oceanía ,Andalucía,2021M02,2021,771
Pernoctaciones,Oceanía ,Andalucía,2021M01,2021,701
Pernoctaciones,Oceanía ,Andalucía,2020M12,2020,1357
Pernoctaciones,Oceanía ,Andalucía,2020M11,2020,1289
Pernoctaciones,Oceanía ,Andalucía,2020M10,2020,1956
Pernoctaciones,Oceanía ,Andalucía,2020M09,2020,2010
Pernoctaciones,Oceanía ,Andalucía,2020M08,2020,2102
Pernoctaciones,Oceanía ,Andalucía,2020M07,2020,1665
Pernoctaciones,Oceanía ,Andalucía,2020M06,2020,1012
Pernoctaciones,Oceanía ,Andalucía,2020M05,2020,1090
Pernoctaciones,Oceanía ,Andalucía,2020M04,2020,1446
Pernoctaciones,Oceanía ,Andalucía,2020M03,2020,4154
Pernoctaciones,Oceanía ,Andalucía,2020M02,2020,4131
Pernoctaciones,Oceanía ,Andalucía,2020M01,2020,12689
Pernoctaciones,Oceanía ,Andalucía,2019M12,2019,6805
Pernoctaciones,Oceanía ,Andalucía,2019M11,2019,9934
Pernoctaciones,Oceanía ,Andalucía,2019M10,2019,25122
Pernoctaciones,Oceanía ,Andalucía,2019M09,2019,25248
Pernoctaciones,Oceanía ,Andalucía,2019M08,2019,16180
Pernoctaciones,Oceanía ,Andalucía,2019M07,2019,19534
Pernoctaciones,Oceanía ,Aragón,2022M09,2022,657
Pernoctaciones,Oceanía ,Aragón,2022M08,2022,639
Pernoctaciones,Oceanía ,Aragón,2022M07,2022,1019
Pernoctaciones,Oceanía ,Aragón,2022M06,2022,314
Pernoctaciones,Oceanía ,Aragón,2022M05,2022,359
Pernoctaciones,Oceanía ,Aragón,2022M04,2022,308
Pernoctaciones,Oceanía ,Aragón,2022M03,2022,296
Pernoctaciones,Oceanía ,Aragón,2022M02,2022,0
Pernoctaciones,Oceanía ,Aragón,2022M01,2022,0
Pernoctaciones,Oceanía ,Aragón,2021M12,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M11,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M10,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M09,2021,288
Pernoctaciones,Oceanía ,Aragón,2021M08,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M07,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M06,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M05,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M04,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M03,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M02,2021,0
Pernoctaciones,Oceanía ,Aragón,2021M01,2021,0
Pernoctaciones,Oceanía ,Aragón,2020M12,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M11,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M10,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M09,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M08,2020,528
Pernoctaciones,Oceanía ,Aragón,2020M07,2020,324
Pernoctaciones,Oceanía ,Aragón,2020M06,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M05,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M04,2020,0
Pernoctaciones,Oceanía ,Aragón,2020M03,2020,411
Pernoctaciones,Oceanía ,Aragón,2020M02,2020,336
Pernoctaciones,Oceanía ,Aragón,2020M01,2020,745
Pernoctaciones,Oceanía ,Aragón,2019M12,2019,567
Pernoctaciones,Oceanía ,Aragón,2019M11,2019,458
Pernoctaciones,Oceanía ,Aragón,2019M10,2019,1226
Pernoctaciones,Oceanía ,Aragón,2019M09,2019,1137
Pernoctaciones,Oceanía ,Aragón,2019M08,2019,894
Pernoctaciones,Oceanía ,Aragón,2019M07,2019,1101
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M09,2022,637
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M08,2022,963
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M07,2022,673
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M06,2022,644
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M05,2022,406
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M04,2022,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M03,2022,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M02,2022,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2022M01,2022,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M12,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M11,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M10,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M09,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M08,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M07,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M06,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M05,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M04,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M03,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M02,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2021M01,2021,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M12,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M11,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M10,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M09,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M08,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M07,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M06,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M05,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M04,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M03,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M02,2020,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2020M01,2020,358
Pernoctaciones,Oceanía ,"Asturias, Principado de",2019M12,2019,0
Pernoctaciones,Oceanía ,"Asturias, Principado de",2019M11,2019,328
Pernoctaciones,Oceanía ,"Asturias, Principado de",2019M10,2019,1060
Pernoctaciones,Oceanía ,"Asturias, Principado de",2019M09,2019,1677
Pernoctaciones,Oceanía ,"Asturias, Principado de",2019M08,2019,1068
Pernoctaciones,Oceanía ,"Asturias, Principado de",2019M07,2019,878
Pernoctaciones,Oceanía ,"Balears, Illes",2022M09,2022,15683
Pernoctaciones,Oceanía ,"Balears, Illes",2022M08,2022,16621
Pernoctaciones,Oceanía ,"Balears, Illes",2022M07,2022,28743
Pernoctaciones,Oceanía ,"Balears, Illes",2022M06,2022,12200
Pernoctaciones,Oceanía ,"Balears, Illes",2022M05,2022,4952
Pernoctaciones,Oceanía ,"Balears, Illes",2022M04,2022,2865
Pernoctaciones,Oceanía ,"Balears, Illes",2022M03,2022,688
Pernoctaciones,Oceanía ,"Balears, Illes",2022M02,2022,477
Pernoctaciones,Oceanía ,"Balears, Illes",2022M01,2022,747
Pernoctaciones,Oceanía ,"Balears, Illes",2021M12,2021,648
Pernoctaciones,Oceanía ,"Balears, Illes",2021M11,2021,995
Pernoctaciones,Oceanía ,"Balears, Illes",2021M10,2021,1319
Pernoctaciones,Oceanía ,"Balears, Illes",2021M09,2021,1348
Pernoctaciones,Oceanía ,"Balears, Illes",2021M08,2021,1273
Pernoctaciones,Oceanía ,"Balears, Illes",2021M07,2021,1264
Pernoctaciones,Oceanía ,"Balears, Illes",2021M06,2021,488
Pernoctaciones,Oceanía ,"Balears, Illes",2021M05,2021,265
Pernoctaciones,Oceanía ,"Balears, Illes",2021M04,2021,309
Pernoctaciones,Oceanía ,"Balears, Illes",2021M03,2021,0
Pernoctaciones,Oceanía ,"Balears, Illes",2021M02,2021,0
Pernoctaciones,Oceanía ,"Balears, Illes",2021M01,2021,0
Pernoctaciones,Oceanía ,"Balears, Illes",2020M12,2020,638
Pernoctaciones,Oceanía ,"Balears, Illes",2020M11,2020,685
Pernoctaciones,Oceanía ,"Balears, Illes",2020M10,2020,812
Pernoctaciones,Oceanía ,"Balears, Illes",2020M09,2020,1078
Pernoctaciones,Oceanía ,"Balears, Illes",2020M08,2020,1625
Pernoctaciones,Oceanía ,"Balears, Illes",2020M07,2020,1128
Pernoctaciones,Oceanía ,"Balears, Illes",2020M06,2020,253
Pernoctaciones,Oceanía ,"Balears, Illes",2020M05,2020,273
Pernoctaciones,Oceanía ,"Balears, Illes",2020M04,2020,402
Pernoctaciones,Oceanía ,"Balears, Illes",2020M03,2020,1623
Pernoctaciones,Oceanía ,"Balears, Illes",2020M02,2020,1122
Pernoctaciones,Oceanía ,"Balears, Illes",2020M01,2020,1447
Pernoctaciones,Oceanía ,"Balears, Illes",2019M12,2019,1227
Pernoctaciones,Oceanía ,"Balears, Illes",2019M11,2019,2310
Pernoctaciones,Oceanía ,"Balears, Illes",2019M10,2019,7518
Pernoctaciones,Oceanía ,"Balears, Illes",2019M09,2019,13617
Pernoctaciones,Oceanía ,"Balears, Illes",2019M08,2019,16259
Pernoctaciones,Oceanía ,"Balears, Illes",2019M07,2019,22205
Pernoctaciones,Oceanía ,Canarias,2022M09,2022,2176
Pernoctaciones,Oceanía ,Canarias,2022M08,2022,1986
Pernoctaciones,Oceanía ,Canarias,2022M07,2022,2280
Pernoctaciones,Oceanía ,Canarias,2022M06,2022,1819
Pernoctaciones,Oceanía ,Canarias,2022M05,2022,1574
Pernoctaciones,Oceanía ,Canarias,2022M04,2022,1517
Pernoctaciones,Oceanía ,Canarias,2022M03,2022,1197
Pernoctaciones,Oceanía ,Canarias,2022M02,2022,833
Pernoctaciones,Oceanía ,Canarias,2022M01,2022,1026
Pernoctaciones,Oceanía ,Canarias,2021M12,2021,698
Pernoctaciones,Oceanía ,Canarias,2021M11,2021,515
Pernoctaciones,Oceanía ,Canarias,2021M10,2021,418
Pernoctaciones,Oceanía ,Canarias,2021M09,2021,375
Pernoctaciones,Oceanía ,Canarias,2021M08,2021,263
Pernoctaciones,Oceanía ,Canarias,2021M07,2021,278
Pernoctaciones,Oceanía ,Canarias,2021M06,2021,455
Pernoctaciones,Oceanía ,Canarias,2021M05,2021,290
Pernoctaciones,Oceanía ,Canarias,2021M04,2021,434
Pernoctaciones,Oceanía ,Canarias,2021M03,2021,281
Pernoctaciones,Oceanía ,Canarias,2021M02,2021,285
Pernoctaciones,Oceanía ,Canarias,2021M01,2021,391
Pernoctaciones,Oceanía ,Canarias,2020M12,2020,1097
Pernoctaciones,Oceanía ,Canarias,2020M11,2020,582
Pernoctaciones,Oceanía ,Canarias,2020M10,2020,361
Pernoctaciones,Oceanía ,Canarias,2020M09,2020,387
Pernoctaciones,Oceanía ,Canarias,2020M08,2020,506
Pernoctaciones,Oceanía ,Canarias,2020M07,2020,405
Pernoctaciones,Oceanía ,Canarias,2020M06,2020,255
Pernoctaciones,Oceanía ,Canarias,2020M05,2020,248
Pernoctaciones,Oceanía ,Canarias,2020M04,2020,327
Pernoctaciones,Oceanía ,Canarias,2020M03,2020,764
Pernoctaciones,Oceanía ,Canarias,2020M02,2020,1017
Pernoctaciones,Oceanía ,Canarias,2020M01,2020,2498
Pernoctaciones,Oceanía ,Canarias,2019M12,2019,2031
Pernoctaciones,Oceanía ,Canarias,2019M11,2019,2101
Pernoctaciones,Oceanía ,Canarias,2019M10,2019,2099
Pernoctaciones,Oceanía ,Canarias,2019M09,2019,1857
Pernoctaciones,Oceanía ,Canarias,2019M08,2019,2082
Pernoctaciones,Oceanía ,Canarias,2019M07,2019,1904
Pernoctaciones,Oceanía ,Cantabria,2022M09,2022,406
Pernoctaciones,Oceanía ,Cantabria,2022M08,2022,304
Pernoctaciones,Oceanía ,Cantabria,2022M07,2022,532
Pernoctaciones,Oceanía ,Cantabria,2022M06,2022,261
Pernoctaciones,Oceanía ,Cantabria,2022M05,2022,0
Pernoctaciones,Oceanía ,Cantabria,2022M04,2022,0
Pernoctaciones,Oceanía ,Cantabria,2022M03,2022,0
Pernoctaciones,Oceanía ,Cantabria,2022M02,2022,0
Pernoctaciones,Oceanía ,Cantabria,2022M01,2022,0
Pernoctaciones,Oceanía ,Cantabria,2021M12,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M11,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M10,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M09,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M08,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M07,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M06,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M05,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M04,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M03,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M02,2021,0
Pernoctaciones,Oceanía ,Cantabria,2021M01,2021,0
Pernoctaciones,Oceanía ,Cantabria,2020M12,2020,0
Pernoctaciones,Oceanía ,Cantabria,2020M11,2020,0
Pernoctaciones,Oceanía ,Cantabria,2020M10,2020,0
Pernoctaciones,Oceanía ,Cantabria,2020M09,2020,0
Pernoctaciones,Oceanía ,Cantabria,2020M08,2020,0
Pernoctaciones,Oceanía ,Cantabria,2020M07,2020,0
